im (g),DS1,DS2,DS3,DS4,DS2|DS1,DS3|DS1,DS4|DS1,DS3|DS2,DS4|DS2,DS4|DS3
0.001,4.1582532662674966e-13,4.1582532662674966e-13,4.1582532662674966e-13,4.1582532662674966e-13,4.3841059229893597e-13,4.3841059229893597e-13,4.3841059229893597e-13,1.3133980862317444e-09,1.3133980862317444e-09,4.890961266183705e-06
0.001009671904360419,4.3182267107406137e-13,4.3182267107406137e-13,4.3182267107406137e-13,4.3182267107406137e-13,4.552640358649958e-13,4.552640358649958e-13,4.552640358649958e-13,1.3134164008693053e-09,1.3134164008693053e-09,4.890961286504499e-06
0.001019437354454795,4.484354542957285e-13,4.484354542957285e-13,4.484354542957285e-13,4.484354542957285e-13,4.727658534587653e-13,4.727658534587653e-13,4.727658534587653e-13,1.313435420094939e-09,1.313435420094939e-09,4.890961307607062e-06
0.0010292972550485203,4.656873530267419e-13,4.656873530267419e-13,4.656873530267419e-13,4.656873530267419e-13,4.9094098887753e-13,4.9094098887753e-13,4.9094098887753e-13,1.3134551710150707e-09,1.3134551710150707e-09,4.8909613295214674e-06
0.0010392525196577912,4.836029548770644e-13,4.836029548770644e-13,4.836029548770644e-13,4.836029548770644e-13,5.098153455390912e-13,5.098153455390912e-13,5.098153455390912e-13,1.313475681778945e-09,1.313475681778945e-09,4.890961352278949e-06
0.0010493040706342459,5.022077933741911e-13,5.022077933741911e-13,5.022077933741911e-13,5.022077933741911e-13,5.294158233996319e-13,5.294158233996319e-13,5.294158233996319e-13,1.3134969816187452e-09,1.3134969816187452e-09,4.890961375911941e-06
0.0010594528392504174,5.21528384353829e-13,5.21528384353829e-13,5.21528384353829e-13,5.21528384353829e-13,5.497703572918472e-13,5.497703572918472e-13,5.497703572918472e-13,1.3135191008912546e-09,1.3135191008912546e-09,4.890961400454124e-06
0.0010696997657860217,5.415922637505884e-13,5.415922637505884e-13,5.415922637505884e-13,5.415922637505884e-13,5.709079567380063e-13,5.709079567380063e-13,5.709079567380063e-13,1.3135420711211218e-09,1.3135420711211218e-09,4.890961425940478e-06
0.0010800457996150668,5.624280268425131e-13,5.624280268425131e-13,5.624280268425131e-13,5.624280268425131e-13,5.928587472946572e-13,5.928587472946572e-13,5.928587472946572e-13,1.3135659250457898e-09,1.3135659250457898e-09,4.890961452407324e-06
0.001090491899293816,5.840653690054072e-13,5.840653690054072e-13,5.840653690054072e-13,5.840653690054072e-13,6.156540134879244e-13,6.156540134879244e-13,6.156540134879244e-13,1.3135906966621542e-09,1.3135906966621542e-09,4.890961479892386e-06
0.0011010390326495973,6.065351280350441e-13,6.065351280350441e-13,6.065351280350441e-13,6.065351280350441e-13,6.393262434005946e-13,6.393262434005946e-13,6.393262434005946e-13,1.313616421275015e-09,1.313616421275015e-09,4.890961508434834e-06
0.0011116881768704725,6.298693280975586e-13,6.298693280975586e-13,6.298693280975586e-13,6.298693280975586e-13,6.639091749745168e-13,6.639091749745168e-13,6.639091749745168e-13,1.313643135547395e-09,1.313643135547395e-09,4.890961538075346e-06
0.001122440318595772,6.54101225370655e-13,6.54101225370655e-13,6.54101225370655e-13,6.54101225370655e-13,6.894378440943036e-13,6.894378440943036e-13,6.894378440943036e-13,1.3136708775527906e-09,1.3136708775527906e-09,4.890961568856168e-06
0.0011332964540075085,6.792653554407142e-13,6.792653554407142e-13,6.792653554407142e-13,6.792653554407142e-13,7.159486345208979e-13,7.159486345208979e-13,7.159486345208979e-13,1.3136996868294357e-09,1.3136996868294357e-09,4.890961600821169e-06
0.0011442575889226711,7.05397582523317e-13,7.05397582523317e-13,7.05397582523317e-13,7.05397582523317e-13,7.434793297461361e-13,7.434793297461361e-13,7.434793297461361e-13,1.3137296044366521e-09,1.3137296044366521e-09,4.8909616340159045e-06
0.0011553247388864148,7.32535150577348e-13,7.32535150577348e-13,7.32535150577348e-13,7.32535150577348e-13,7.720691668422275e-13,7.720691668422275e-13,7.720691668422275e-13,1.313760673013367e-09,1.313760673013367e-09,4.890961668487686e-06
0.001166498929266149,7.607167363855257e-13,7.607167363855257e-13,7.607167363855257e-13,7.607167363855257e-13,8.017588923828933e-13,8.017588923828933e-13,8.017588923828933e-13,1.3137929368388831e-09,1.3137929368388831e-09,4.890961704285641e-06
