AvgSa(1.5s) (g),DS1|Und,DS2|Und,DS3|Und,DS4|Und,DS2|DS1,DS3|DS1,DS4|DS1,DS3|DS2,DS4|DS2,DS4|DS3
0.001,1.4119262723486955e-16,1.4119262723486955e-16,1.4119262723486955e-16,1.4119262723486955e-16,3.927591064264121e-09,3.927591064264121e-09,3.927591064264121e-09,9.041717160986638e-06,9.041717160986638e-06,0.0007137329044256649
0.0010473708979594498,1.7825400054057495e-16,1.7825400054057495e-16,1.7825400054057495e-16,1.7825400054057495e-16,3.9275911029757575e-09,3.9275911029757575e-09,3.9275911029757575e-09,9.041717161027721e-06,9.041717161027721e-06,0.0007137329044257089
0.001096985797892384,2.250435403816351e-16,2.250435403816351e-16,2.250435403816351e-16,2.250435403816351e-16,3.927591151848734e-09,3.927591151848734e-09,3.927591151848734e-09,9.041717161079588e-06,9.041717161079588e-06,0.0007137329044257645
0.0011489510001873086,2.841147739400796e-16,2.841147739400796e-16,2.841147739400796e-16,2.841147739400796e-16,3.927591213550281e-09,3.927591213550281e-09,3.927591213550281e-09,9.04171716114507e-06,9.04171716114507e-06,0.0007137329044258347
0.0012033778407775893,3.5869149869457813e-16,3.5869149869457813e-16,3.5869149869457813e-16,3.5869149869457813e-16,3.927591291447746e-09,3.927591291447746e-09,3.927591291447746e-09,9.04171716122774e-06,9.04171716122774e-06,0.0007137329044259234
0.0012603829296797275,4.528437203441524e-16,4.528437203441524e-16,4.528437203441524e-16,4.528437203441524e-16,3.927591389792362e-09,3.927591389792362e-09,3.927591389792362e-09,9.041717161332109e-06,9.041717161332109e-06,0.0007137329044260353
0.001320088400831418,5.717097723293007e-16,5.717097723293007e-16,5.717097723293007e-16,5.717097723293007e-16,3.9275915139512614e-09,3.9275915139512614e-09,3.9275915139512614e-09,9.041717161463875e-06,9.041717161463875e-06,0.0007137329044261765
0.0013826221737646563,7.217767390666686e-16,7.217767390666686e-16,7.217767390666686e-16,7.217767390666686e-16,3.927591670700385e-09,3.927591670700385e-09,3.927591670700385e-09,9.041717161630226e-06,9.041717161630226e-06,0.0007137329044263549
0.001448118227674533,9.112344869236204e-16,9.112344869236204e-16,9.112344869236204e-16,9.112344869236204e-16,3.927591868594276e-09,3.927591868594276e-09,3.927591868594276e-09,9.041717161840244e-06,9.041717161840244e-06,0.00071373290442658
0.0015167168884709225,1.1504226240827395e-15,1.1504226240827395e-15,1.1504226240827395e-15,1.1504226240827395e-15,3.927592118432943e-09,3.927592118432943e-09,3.927592118432943e-09,9.041717162105389e-06,9.041717162105389e-06,0.0007137329044268643
