im (g),DS1,DS2,DS3,DS4,DS2|DS1,DS3|DS1,DS4|DS1,DS3|DS2,DS4|DS2,DS4|DS3
0.001,6.6283608758568415e-12,6.6283608758568415e-12,6.6283608758568415e-12,6.6283608758568415e-12,6.939811341487365e-12,6.939811341487365e-12,6.939811341487365e-12,7.60522673758723e-12,7.60522673758723e-12,1.2270755620005615e-11
0.001009671904360419,6.834864146587329e-12,6.834864146587329e-12,6.834864146587329e-12,6.834864146587329e-12,7.1560176958349545e-12,7.1560176958349545e-12,7.1560176958349545e-12,7.842163771217757e-12,7.842163771217757e-12,1.2537030419094464e-11
0.001019437354454795,7.047800923522508e-12,7.047800923522508e-12,7.047800923522508e-12,7.047800923522508e-12,7.378959851108446e-12,7.378959851108446e-12,7.378959851108446e-12,8.08648245972759e-12,8.08648245972759e-12,1.2811600876484629e-11
0.0010292972550485203,7.2673716393332735e-12,7.2673716393332735e-12,7.2673716393332735e-12,7.2673716393332735e-12,7.608847657819712e-12,7.608847657819712e-12,7.608847657819712e-12,8.338412774885774e-12,8.338412774885774e-12,1.309472543926503e-11
0.0010392525196577912,7.493782971070144e-12,7.493782971070144e-12,7.493782971070144e-12,7.493782971070144e-12,7.845897504268376e-12,7.845897504268376e-12,7.845897504268376e-12,8.598191853116816e-12,8.598191853116816e-12,1.338667060631439e-11
0.0010493040706342459,7.727248034703813e-12,7.727248034703813e-12,7.727248034703813e-12,7.727248034703813e-12,8.090332520223346e-12,8.090332520223346e-12,8.090332520223346e-12,8.86606421871196e-12,8.86606421871196e-12,1.368771117915076e-11
0.0010594528392504174,7.967986585726627e-12,7.967986585726627e-12,7.967986585726627e-12,7.967986585726627e-12,8.34238278695006e-12,8.34238278695006e-12,8.34238278695006e-12,9.142282013994642e-12,9.142282013994642e-12,1.3998130520596255e-11
0.0010696997657860217,8.216225226003441e-12,8.216225226003441e-12,8.216225226003441e-12,8.216225226003441e-12,8.602285553780777e-12,8.602285553780777e-12,8.602285553780777e-12,9.427105236656348e-12,9.427105236656348e-12,1.4318220821500081e-11
0.0010800457996150668,8.472197617066976e-12,8.472197617066976e-12,8.472197617066976e-12,8.472197617066976e-12,8.870285461432138e-12,8.870285461432138e-12,8.870285461432138e-12,9.720801984486721e-12,9.720801984486721e-12,1.4648283375771328e-11
0.001090491899293816,8.736144700058241e-12,8.736144700058241e-12,8.736144700058241e-12,8.736144700058241e-12,9.146634772280061e-12,9.146634772280061e-12,9.146634772280061e-12,1.0023648707728055e-11,1.0023648707728055e-11,1.498862886398027e-11
0.0011010390326495973,9.008314922519087e-12,9.008314922519087e-12,9.008314922519087e-12,9.008314922519087e-12,9.431593607808725e-12,9.431593607808725e-12,9.431593607808725e-12,1.0335930469291807e-11,1.0335930469291807e-11,1.5339577645795085e-11
0.0011116881768704725,9.28896447225037e-12,9.28896447225037e-12,9.28896447225037e-12,9.28896447225037e-12,9.725430193457153e-12,9.725430193457153e-12,9.725430193457153e-12,1.065794121308197e-11,1.065794121308197e-11,1.5701460061529317e-11
0.001122440318595772,9.57835751845586e-12,9.57835751845586e-12,9.57835751845586e-12,9.57835751845586e-12,1.0028421111093888e-11,1.0028421111093888e-11,1.0028421111093888e-11,1.0989984040677986e-11,1.0989984040677986e-11,1.6074616743083898e-11
0.0011332964540075085,9.876766460398898e-12,9.876766460398898e-12,9.876766460398898e-12,9.876766460398898e-12,1.0340851559357402e-11,1.0340851559357402e-11,1.0340851559357402e-11,1.1332371496637574e-11,1.1332371496637574e-11,1.6459398934576472e-11
0.0011442575889226711,1.0184472183805641e-11,1.0184472183805641e-11,1.0184472183805641e-11,1.0184472183805641e-11,1.0663015622107125e-11,1.0663015622107125e-11,1.0663015622107125e-11,1.168542586268784e-11,1.168542586268784e-11,1.685616882295949e-11
0.0011553247388864148,1.0501764325256782e-11,1.0501764325256782e-11,1.0501764325256782e-11,1.0501764325256782e-11,1.0995216545238264e-11,1.0995216545238264e-11,1.0995216545238264e-11,1.2049479461082163e-11,1.2049479461082163e-11,1.7265299878939048e-11
0.001166498929266149,1.0828941544815913e-11,1.0828941544815913e-11,1.0828941544815913e-11,1.0828941544815913e-11,1.1337767022120331e-11,1.1337767022120331e-11,1.1337767022120331e-11,1.242487496740762e-11,1.242487496740762e-11,1.7687177208514414e-11
0.0011777811953465423,1.1166311807151618e-11,1.1166311807151618e-11,1.1166311807151618e-11,1.1166311807151618e-11,1.1690989487928446e-11,1.1690989487928446e-11,1.1690989487928446e-11,1.2811965733137913e-11,1.2811965733137913e-11,1.8122197915469774e-11
0.001189172582425434,1.1514192671417945e-11,1.1514192671417945e-11,1.1514192671417945e-11,1.1514192671417945e-11,1.2055216423144612e-11,1.2055216423144612e-11,1.2055216423144612e-11,1.3211116118235457e-11,1.3211116118235457e-11,1.85707714751594e-11
0.0012006741459106851,1.1872911590165634e-11,1.1872911590165634e-11,1.1872911590165634e-11,1.1872911590165634e-11,1.2430790666514021e-11,1.2430790666514021e-11,1.2430790666514021e-11,1.3622701834115138e-11,1.3622701834115138e-11,1.903332011993752e-11
0.001212286951417961,1.2242806217565902e-11,1.2242806217565902e-11,1.2242806217565902e-11,1.2242806217565902e-11,1.2818065737751551e-11,1.2818065737751551e-11,1.2818065737751551e-11,1.4047110297293111e-11,1.4047110297293111e-11,1.9510279236596227e-11
0.0012240120748694594,1.2624224727237066e-11,1.2624224727237066e-11,1.2624224727237066e-11,1.2624224727237066e-11,1.321740617030226e-11,1.321740617030226e-11,1.321740617030226e-11,1.4484740994053636e-11,1.4484740994053636e-11,2.000209777618572e-11
