AvgSa(0.6s) (g),DS1,DS2,DS3,DS4,DS2|DS1,DS3|DS1,DS4|DS1,DS3|DS2,DS4|DS2,DS4|DS3
0.001,3.529418689024062e-32,3.529418689024062e-32,3.529418689024062e-32,3.529418689024062e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001009671904360419,3.855653924755555e-32,3.855653924755555e-32,3.855653924755555e-32,3.855653924755555e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001019437354454795,4.212044106218919e-32,4.212044106218919e-32,4.212044106218919e-32,4.212044106218919e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0010292972550485203,4.601376549597437e-32,4.601376549597437e-32,4.601376549597437e-32,4.601376549597437e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0010392525196577912,5.026696211448712e-32,5.026696211448712e-32,5.026696211448712e-32,5.026696211448712e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0010493040706342459,5.491329503212129e-32,5.491329503212129e-32,5.491329503212129e-32,5.491329503212129e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0010594528392504174,5.998910306966097e-32,5.998910306966097e-32,5.998910306966097e-32,5.998910306966097e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0010696997657860217,6.553408395903889e-32,6.553408395903889e-32,6.553408395903889e-32,6.553408395903889e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0010800457996150668,7.159160481801532e-32,7.159160481801532e-32,7.159160481801532e-32,7.159160481801532e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001090491899293816,7.820904132302103e-32,7.820904132302103e-32,7.820904132302103e-32,7.820904132302103e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0011010390326495973,8.54381482328053e-32,8.54381482328053e-32,8.54381482328053e-32,8.54381482328053e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0011116881768704725,9.33354641607432e-32,9.33354641607432e-32,9.33354641607432e-32,9.33354641607432e-32,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001122440318595772,1.0196275376151397e-31,1.0196275376151397e-31,1.0196275376151397e-31,1.0196275376151397e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0011332964540075085,1.1138749079049255e-31,1.1138749079049255e-31,1.1138749079049255e-31,1.1138749079049255e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0011442575889226711,1.2168338581382398e-31,1.2168338581382398e-31,1.2168338581382398e-31,1.2168338581382398e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0011553247388864148,1.3293096269639443e-31,1.3293096269639443e-31,1.3293096269639443e-31,1.3293096269639443e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001166498929266149,1.4521818837639713e-31,1.4521818837639713e-31,1.4521818837639713e-31,1.4521818837639713e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0011777811953465423,1.5864116085195068e-31,1.5864116085195068e-31,1.5864116085195068e-31,1.5864116085195068e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001189172582425434,1.733048607604351e-31,1.733048607604351e-31,1.733048607604351e-31,1.733048607604351e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0012006741459106851,1.8932397242871332e-31,1.8932397242871332e-31,1.8932397242871332e-31,1.8932397242871332e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001212286951417961,2.068237808155677e-31,2.068237808155677e-31,2.068237808155677e-31,2.068237808155677e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0012240120748694594,2.2594115136133956e-31,2.2594115136133956e-31,2.2594115136133956e-31,2.2594115136133956e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0012358506025935947,2.4682560040815446e-31,2.4682560040815446e-31,2.4682560040815446e-31,2.4682560040815446e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001247803631425646,2.696404645624478e-31,2.696404645624478e-31,2.696404645624478e-31,2.696404645624478e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0012598722688093784,2.945641781453221e-31,2.945641781453221e-31,2.945641781453221e-31,2.945641781453221e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0012720576328996466,3.217916687216382e-31,3.217916687216382e-31,3.217916687216382e-31,3.217916687216382e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001284360852665993,3.515358816222746e-31,3.515358816222746e-31,3.515358816222746e-31,3.515358816222746e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0012967830679972432,3.840294453827228e-31,3.840294453827228e-31,3.840294453827228e-31,3.840294453827228e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0013093254298071233,4.195264911233881e-31,4.195264911233881e-31,4.195264911233881e-31,4.195264911233881e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001321989100140882,4.583046401009657e-31,4.583046401009657e-31,4.583046401009657e-31,4.583046401009657e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001334775252282961,5.006671749753755e-31,5.006671749753755e-31,5.006671749753755e-31,5.006671749753755e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0013476850708656958,5.469454117736915e-31,5.469454117736915e-31,5.469454117736915e-31,5.469454117736915e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0013607197519790734,5.975012911022553e-31,5.975012911022553e-31,5.975012911022553e-31,5.975012911022553e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001373880503281548,6.527302088724174e-31,6.527302088724174e-31,6.527302088724174e-31,6.527302088724174e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0013871685441119313,7.130641086794156e-31,7.130641086794156e-31,7.130641086794156e-31,7.130641086794156e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0014005851056023634,7.789748600193254e-31,7.789748600193254e-31,7.789748600193254e-31,7.789748600193254e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.001414131430792377,8.509779487652343e-31,8.509779487652343e-31,8.509779487652343e-31,8.509779487652343e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0014278087747440617,9.2963650876579e-31,9.2963650876579e-31,9.2963650876579e-31,9.2963650876579e-31,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0014416184046583532,1.0155657260969365e-30,1.0155657260969365e-30,1.0155657260969365e-30,1.0155657260969365e-30,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0014555615999924285,1.1094376504125163e-30,1.1094376504125163e-30,1.1094376504125163e-30,1.1094376504125163e-30,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0014696396525782536,1.2119864510230048e-30,1.2119864510230048e-30,1.2119864510230048e-30,1.2119864510230048e-30,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
0.0014838538667422698,1.3240141588102413e-30,1.3240141588102413e-30,1.3240141588102413e-30,1.3240141588102413e-30,3.109702273373396e-14,3.109702273373396e-14,3.109702273373396e-14,1.9637572790353682e-10,1.9637572790353682e-10,1.6300271126518442e-07
