im (g),DS1,DS2,DS3,DS4,DS2|DS1,DS3|DS1,DS4|DS1,DS3|DS2,DS4|DS2,DS4|DS3
0.001,1.546959410360183e-14,1.546959410360183e-14,1.546959410360183e-14,1.546959410360183e-14,1.6450229544502037e-14,1.6450229544502037e-14,1.6450229544502037e-14,2.854026931105904e-12,2.854026931105904e-12,9.558704844328321e-08
0.001009671904360419,1.6094164591697515e-14,1.6094164591697515e-14,1.6094164591697515e-14,1.6094164591697515e-14,1.7114391182439575e-14,1.7114391182439575e-14,1.7114391182439575e-14,2.854752000924964e-12,2.854752000924964e-12,9.558704925353655e-08
0.001019437354454795,1.6743951532919678e-14,1.6743951532919678e-14,1.6743951532919678e-14,1.6743951532919678e-14,1.7805367729391663e-14,1.7805367729391663e-14,1.7805367729391663e-14,2.8555063447642583e-12,2.8555063447642583e-12,9.558705009650312e-08
0.0010292972550485203,1.741997301813313e-14,1.741997301813313e-14,1.741997301813313e-14,1.741997301813313e-14,1.852424181239436e-14,1.852424181239436e-14,1.852424181239436e-14,2.856291144535152e-12,2.856291144535152e-12,9.558705097350367e-08
0.0010392525196577912,1.8123288242675176e-14,1.8123288242675176e-14,1.8123288242675176e-14,1.8123288242675176e-14,1.9272139768544177e-14,1.9272139768544177e-14,1.9272139768544177e-14,2.857107629867586e-12,2.857107629867586e-12,9.558705188591231e-08
0.0010493040706342459,1.8854999165910773e-14,1.8854999165910773e-14,1.8854999165910773e-14,1.8854999165910773e-14,2.0050233409751393e-14,2.0050233409751393e-14,2.0050233409751393e-14,2.857957080036665e-12,2.857957080036665e-12,9.558705283515859e-08
0.0010594528392504174,1.9616252237790245e-14,1.9616252237790245e-14,1.9616252237790245e-14,1.9616252237790245e-14,2.08597418587433e-14,2.08597418587433e-14,2.08597418587433e-14,2.85884082596704e-12,2.85884082596704e-12,9.558705382272981e-08
0.0010696997657860217,2.0408240195115717e-14,2.0408240195115717e-14,2.0408240195115717e-14,2.0408240195115717e-14,2.1701933459194817e-14,2.1701933459194817e-14,2.1701933459194817e-14,2.859760252318206e-12,2.859760252318206e-12,9.558705485017331e-08
0.0010800457996150668,2.123220393032901e-14,2.123220393032901e-14,2.123220393032901e-14,2.123220393032901e-14,2.25781277629778e-14,2.25781277629778e-14,2.25781277629778e-14,2.860716799654e-12,2.860716799654e-12,9.558705591909889e-08
0.001090491899293816,2.208943443575158e-14,2.208943443575158e-14,2.208943443575158e-14,2.208943443575158e-14,2.3489697597645134e-14,2.3489697597645134e-14,2.3489697597645134e-14,2.8617119666996843e-12,2.8617119666996843e-12,9.558705703118134e-08
0.0011010390326495973,2.2981274826320162e-14,2.2981274826320162e-14,2.2981274826320162e-14,2.2981274826320162e-14,2.4438071217386414e-14,2.4438071217386414e-14,2.4438071217386414e-14,2.8627473126901616e-12,2.8627473126901616e-12,9.558705818816308e-08
0.0011116881768704725,2.3909122443989313e-14,2.3909122443989313e-14,2.3909122443989313e-14,2.3909122443989313e-14,2.5424734540827304e-14,2.5424734540827304e-14,2.5424734540827304e-14,2.863824459812995e-12,2.863824459812995e-12,9.558705939185689e-08
0.001122440318595772,2.4874431047096412e-14,2.4874431047096412e-14,2.4874431047096412e-14,2.4874431047096412e-14,2.6451233479177063e-14,2.6451233479177063e-14,2.6451233479177063e-14,2.864945095750063e-12,2.864945095750063e-12,9.558706064414872e-08
0.0011332964540075085,2.587871308812101e-14,2.587871308812101e-14,2.587871308812101e-14,2.587871308812101e-14,2.7519176358373693e-14,2.7519176358373693e-14,2.7519176358373693e-14,2.8661109763218325e-12,2.8661109763218325e-12,9.558706194700067e-08
0.0011442575889226711,2.692354208340619e-14,2.692354208340619e-14,2.692354208340619e-14,2.692354208340619e-14,2.8630236439020546e-14,2.8630236439020546e-14,2.8630236439020546e-14,2.8673239282383893e-12,2.8673239282383893e-12,9.558706330245405e-08
0.0011553247388864148,2.8010555078555416e-14,2.8010555078555416e-14,2.8010555078555416e-14,2.8010555078555416e-14,2.9786154538063195e-14,2.9786154538063195e-14,2.9786154538063195e-14,2.868585851961542e-12,2.868585851961542e-12,9.55870647126326e-08
0.001166498929266149,2.914145521336692e-14,2.914145521336692e-14,2.914145521336692e-14,2.914145521336692e-14,3.0988741756313446e-14,3.0988741756313446e-14,3.0988741756313446e-14,2.8698987246824788e-12,2.8698987246824788e-12,9.55870661797458e-08
0.0011777811953465423,3.031801439032628e-14,3.031801439032628e-14,3.031801439032628e-14,3.031801439032628e-14,3.2239882316096116e-14,3.2239882316096116e-14,3.2239882316096116e-14,2.8712646034196457e-12,2.8712646034196457e-12,9.558706770609234e-08
0.001189172582425434,3.1542076050835455e-14,3.1542076050835455e-14,3.1542076050835455e-14,3.1542076050835455e-14,3.354153651346154e-14,3.354153651346154e-14,3.354153651346154e-14,2.872685628241696e-12,2.872685628241696e-12,9.55870692940637e-08
0.0012006741459106851,3.281555806352992e-14,3.281555806352992e-14,3.281555806352992e-14,3.281555806352992e-14,3.489574378959138e-14,3.489574378959138e-14,3.489574378959138e-14,2.874164025620567e-12,2.874164025620567e-12,9.558707094614792e-08
