AvgSa(0.6s) (g),DS1,DS2,DS3,DS4,DS2|DS1,DS3|DS1,DS4|DS1,DS3|DS2,DS4|DS2,DS4|DS3
0.001,1.3652026550743774e-11,1.3652026550743774e-11,1.3652026550743774e-11,1.3652026550743774e-11,1.471707777180062e-11,1.471707777180062e-11,1.471707777180062e-11,1.6352175614204484e-11,1.6352175614204484e-11,1.880277141859788e-11
0.001009671904360419,1.4146485418978917e-11,1.4146485418978917e-11,1.4146485418978917e-11,1.4146485418978917e-11,1.5250111427406027e-11,1.5250111427406027e-11,1.5250111427406027e-11,1.6944430413688353e-11,1.6944430413688353e-11,1.9483783650790457e-11
0.001019437354454795,1.4658852952382803e-11,1.4658852952382803e-11,1.4658852952382803e-11,1.4658852952382803e-11,1.5802450877436684e-11,1.5802450877436684e-11,1.5802450877436684e-11,1.755813592137033e-11,1.755813592137033e-11,2.01894612714016e-11
0.0010292972550485203,1.5189777779807645e-11,1.5189777779807645e-11,1.5189777779807645e-11,1.5189777779807645e-11,1.6374795352972126e-11,1.6374795352972126e-11,1.6374795352972126e-11,1.819406905435207e-11,1.819406905435207e-11,2.0920697629121907e-11
0.0010392525196577912,1.573993202260948e-11,1.573993202260948e-11,1.573993202260948e-11,1.573993202260948e-11,1.6967869410343385e-11,1.6967869410343385e-11,1.6967869410343385e-11,1.885303486867467e-11,1.885303486867467e-11,2.1678418428584003e-11
0.0010493040706342459,1.631001214551671e-11,1.631001214551671e-11,1.631001214551671e-11,1.631001214551671e-11,1.7582423848381318e-11,1.7582423848381318e-11,1.7582423848381318e-11,1.953586757847514e-11,1.953586757847514e-11,2.2463582902253472e-11
0.0010594528392504174,1.6900739838315634e-11,1.6900739838315634e-11,1.6900739838315634e-11,1.6900739838315634e-11,1.8219236658886088e-11,1.8219236658886088e-11,1.8219236658886088e-11,2.0243431612055065e-11,2.0243431612055065e-11,2.327718502476376e-11
0.0010696997657860217,1.7512862929469945e-11,1.7512862929469945e-11,1.7512862929469945e-11,1.7512862929469945e-11,1.8879114011521885e-11,1.8879114011521885e-11,1.8879114011521885e-11,2.0976622706199147e-11,2.0976622706199147e-11,2.4120254771233225e-11
0.0010800457996150668,1.8147156332829642e-11,1.8147156332829642e-11,1.8147156332829642e-11,1.8147156332829642e-11,1.9562891274382552e-11,1.9562891274382552e-11,1.9562891274382552e-11,2.1736369040127787e-11,2.1736369040127787e-11,2.4993859421155917e-11
0.001090491899293816,1.880442302862921e-11,1.880442302862921e-11,1.880442302862921e-11,1.880442302862921e-11,2.0271434071521492e-11,2.0271434071521492e-11,2.0271434071521492e-11,2.252363241052076e-11,2.252363241052076e-11,2.5899104909518554e-11
0.0011010390326495973,1.9485495080015875e-11,1.9485495080015875e-11,1.9485495080015875e-11,1.9485495080015875e-11,2.100563937878351e-11,2.100563937878351e-11,2.100563937878351e-11,2.3339409449098244e-11,2.3339409449098244e-11,2.683713722685259e-11
0.0011116881768704725,2.0191234686395628e-11,2.0191234686395628e-11,2.0191234686395628e-11,2.0191234686395628e-11,2.176643665932673e-11,2.176643665932673e-11,2.176643665932673e-11,2.418473288430158e-11,2.418473288430158e-11,2.7809143869994995e-11
0.001122440318595772,2.0922535274929403e-11,2.0922535274929403e-11,2.0922535274929403e-11,2.0922535274929403e-11,2.2554789040270914e-11,2.2554789040270914e-11,2.2554789040270914e-11,2.5060672848669652e-11,2.5060672848669652e-11,2.881635534539277e-11
0.0011332964540075085,2.168032263156254e-11,2.168032263156254e-11,2.168032263156254e-11,2.168032263156254e-11,2.3371694531963227e-11,2.3371694531963227e-11,2.3371694531963227e-11,2.59683382335676e-11,2.59683382335676e-11,2.986004672685616e-11
0.0011442575889226711,2.24655560730183e-11,2.24655560730183e-11,2.24655560730183e-11,2.24655560730183e-11,2.4218187291403838e-11,2.4218187291403838e-11,2.4218187291403838e-11,2.6908878092981643e-11,2.6908878092981643e-11,3.0941539269731224e-11
0.0011553247388864148,2.327922966123961e-11,2.327922966123961e-11,2.327922966123961e-11,2.327922966123961e-11,2.5095338931431283e-11,2.5095338931431283e-11,2.5095338931431283e-11,2.788348309815763e-11,2.788348309815763e-11,3.206220208353573e-11
0.001166498929266149,2.412237346181619e-11,2.412237346181619e-11,2.412237346181619e-11,2.412237346181619e-11,2.6004259877324725e-11,2.6004259877324725e-11,2.6004259877324725e-11,2.889338704492463e-11,2.889338704492463e-11,3.322345386517571e-11
0.0011777811953465423,2.4996054847990655e-11,2.4996054847990655e-11,2.4996054847990655e-11,2.4996054847990655e-11,2.694610077254098e-11,2.694610077254098e-11,2.694610077254098e-11,2.9939868415612256e-11,2.9939868415612256e-11,3.4426764694937274e-11
0.001189172582425434,2.5901379851893635e-11,2.5901379851893635e-11,2.5901379851893635e-11,2.5901379851893635e-11,2.792205393536509e-11,2.792205393536509e-11,2.792205393536509e-11,3.102425199753814e-11,3.102425199753814e-11,3.567365789752648e-11
0.0012006741459106851,2.6839494564718854e-11,2.6839494564718854e-11,2.6839494564718854e-11,2.6839494564718854e-11,2.893335486831888e-11,2.893335486831888e-11,2.893335486831888e-11,3.214791056011489e-11,3.214791056011489e-11,3.696571197051354e-11
0.001212286951417961,2.781158658761122e-11,2.781158658761122e-11,2.781158658761122e-11,2.781158658761122e-11,2.998128382223882e-11,2.998128382223882e-11,2.998128382223882e-11,3.3312266592700276e-11,3.3312266592700276e-11,3.830456258262351e-11
0.0012240120748694594,2.881888653510384e-11,2.881888653510384e-11,2.881888653510384e-11,2.881888653510384e-11,3.1067167417002435e-11,3.1067167417002435e-11,3.1067167417002435e-11,3.451879410538966e-11,3.451879410538966e-11,3.9691904644401907e-11
0.0012358506025935947,2.9862669593007736e-11,2.9862669593007736e-11,2.9862669593007736e-11,2.9862669593007736e-11,3.21923803209554e-11,3.21923803209554e-11,3.21923803209554e-11,3.576902049503098e-11,3.576902049503098e-11,4.1129494453877437e-11
0.001247803631425646,3.094425713272623e-11,3.094425713272623e-11,3.094425713272623e-11,3.094425713272623e-11,3.335834699116539e-11,3.335834699116539e-11,3.335834699116539e-11,3.7064528478824324e-11,3.7064528478824324e-11,4.2619151919937724e-11
0.0012598722688093784,3.206501838403772e-11,3.206501838403772e-11,3.206501838403772e-11,3.206501838403772e-11,3.456654347670545e-11,3.456654347670545e-11,3.456654347670545e-11,3.840695809795393e-11,3.840695809795393e-11,4.4162762866232815e-11
0.0012720576328996466,3.3226372168464874e-11,3.3226372168464874e-11,3.3226372168464874e-11,3.3226372168464874e-11,3.581849928725061e-11,3.581849928725061e-11,3.581849928725061e-11,3.979800879378964e-11,3.979800879378964e-11,4.5762281418523654e-11
0.001284360852665993,3.4429788695423677e-11,3.4429788695423677e-11,3.4429788695423677e-11,3.4429788695423677e-11,3.711579932935194e-11,3.711579932935194e-11,3.711579932935194e-11,4.123944155928511e-11,4.123944155928511e-11,4.741973247849654e-11
0.0012967830679972432,3.5676791423426617e-11,3.5676791423426617e-11,3.5676791423426617e-11,3.5676791423426617e-11,3.8460085912839876e-11,3.8460085912839876e-11,3.8460085912839876e-11,4.2733081168296673e-11,4.2733081168296673e-11,4.913721428717574e-11
0.0013093254298071233,3.6968958988697355e-11,3.6968958988697355e-11,3.6968958988697355e-11,3.6968958988697355e-11,3.985306082989819e-11,3.985306082989819e-11,3.985306082989819e-11,4.4280818485646715e-11,4.4280818485646715e-11,5.091690108118124e-11
0.001321989100140882,3.830792720363575e-11,3.830792720363575e-11,3.830792720363575e-11,3.830792720363575e-11,4.129648750943751e-11,4.129648750943751e-11,4.129648750943751e-11,4.588461286085256e-11,4.588461286085256e-11,5.276104584519049e-11
0.001334775252282961,3.9695391127665994e-11,3.9695391127665994e-11,3.9695391127665994e-11,3.9695391127665994e-11,4.279219324949892e-11,4.279219324949892e-11,4.279219324949892e-11,4.7546494608554766e-11,4.7546494608554766e-11,5.467198316409255e-11
0.0013476850708656958,4.1133107213087466e-11,4.1133107213087466e-11,4.1133107213087466e-11,4.1133107213087466e-11,4.4342071530511554e-11,4.4342071530511554e-11,4.4342071530511554e-11,4.926856757878242e-11,4.926856757878242e-11,5.6652132178442616e-11
0.0013607197519790734,4.262289552864658e-11,4.262289552864658e-11,4.262289552864658e-11,4.262289552864658e-11,4.5948084412334503e-11,4.5948084412334503e-11,4.5948084412334503e-11,5.105301182031135e-11,5.105301182031135e-11,5.87039996469606e-11
0.001373880503281548,4.4166642063641145e-11,4.4166642063641145e-11,4.4166642063641145e-11,4.4166642063641145e-11,4.761226501811389e-11,4.761226501811389e-11,4.761226501811389e-11,5.2902086340482883e-11,5.2902086340482883e-11,6.083018311994637e-11
